boop	1	1
Emma Johnson	0.09090909090909091	0.16666666666666666
Liam Smith	0.09090909090909091	0.16666666666666666
Ava Brown	0.09090909090909091	0.16666666666666666
Noah Davis	0.0	0.0
Isabella Miller	0.09090909090909091	0.16666666666666666
Lucas Wilson	0.09090909090909091	0.16666666666666666
Mia Moore	0.0	0.0
Mason Taylor	0.0	0.0
Sophia Anderson	0.09090909090909091	0.16666666666666666
Ethan Thomas	0.0	0.0
Charlotte Jackson	0.3333333333333333	0.5
Oliver White	0.2	0.3333333333333333
Amelia Harris	0.09090909090909091	0.16666666666666666
Elijah Martin	0.2	0.3333333333333333
Harper Thompson	0.09090909090909091	0.16666666666666666
Aiden Garcia	0.09090909090909091	0.16666666666666666
Evelyn Martinez	0.3333333333333333	0.5
James Robinson	0.09090909090909091	0.16666666666666666
Scarlett Clark	0.0	0.0
Benjamin Rodriguez	0.09090909090909091	0.16666666666666666
Grace Lewis	0.2	0.3333333333333333
Jacob Lee	0.09090909090909091	0.16666666666666666
Lily Walker	0.3333333333333333	0.5
Michael Hall	0.09090909090909091	0.16666666666666666
Chloe Allen	0.3333333333333333	0.5
Alexander Young	0.0	0.0
Ella King	0.0	0.0
William Wright	0.3333333333333333	0.5
Zoe Scott	0.5	0.6666666666666666
Daniel Green	0.0	0.0
Stella Adams	0.2	0.3333333333333333
Matthew Baker	0.2	0.3333333333333333
Aria Gonzalez	0.09090909090909091	0.16666666666666666
Henry Nelson	0.3333333333333333	0.5
Lucy Carter	0.09090909090909091	0.16666666666666666
Samuel Mitchell	0.3333333333333333	0.5
Layla Perez	0.2	0.3333333333333333
David Roberts	0.2	0.3333333333333333
Aurora Turner	0.09090909090909091	0.16666666666666666
Jackson Phillips	0.3333333333333333	0.5
Natalie Campbell	0.3333333333333333	0.5
Sebastian Parker	0.09090909090909091	0.16666666666666666
Victoria Evans	0.09090909090909091	0.16666666666666666
Carter Edwards	0.2	0.3333333333333333
Ellie Collins	0.0	0.0
Wyatt Stewart	0.0	0.0
Savannah Sanchez	0.0	0.0
Anthony Morris	0.09090909090909091	0.16666666666666666
Maya Rogers	0.09090909090909091	0.16666666666666666
Isaac Reed	0.09090909090909091	0.16666666666666666
Aubrey Cook	0.09090909090909091	0.16666666666666666
Christopher Morgan	0.09090909090909091	0.16666666666666666
Hazel Bell	0.2	0.3333333333333333
Nathan Murphy	0.3333333333333333	0.5
Lucy Rivera	0.3333333333333333	0.5
Samuel Cooper	0.09090909090909091	0.16666666666666666
Bella Bailey	0.0	0.0
Gabriel Rivera	0.2	0.3333333333333333
Charlotte Diaz	0.09090909090909091	0.16666666666666666
Daniel Ramirez	0.09090909090909091	0.16666666666666666
Penelope Hughes	0.09090909090909091	0.16666666666666666
David Simmons	0.09090909090909091	0.16666666666666666
Clara Foster	0.09090909090909091	0.16666666666666666
Wyatt Morales	0.09090909090909091	0.16666666666666666
Nora Butler	0.2	0.3333333333333333
Anthony Gonzalez	0.2	0.3333333333333333
Leah Wood	0.09090909090909091	0.16666666666666666
Leo Washington	0.2	0.3333333333333333
Evelyn Sanchez	0.2	0.3333333333333333
Dylan Kim	0.3333333333333333	0.5
Stella Price	0.0	0.0
Caleb Barnes	0.09090909090909091	0.16666666666666666
Aria Bennett	0.2	0.3333333333333333
Eli Powell	0.3333333333333333	0.5
Sadie Jenkins	0.09090909090909091	0.16666666666666666
Julian Murphy	0.09090909090909091	0.16666666666666666
Brooklyn Hayes	0.3333333333333333	0.5
Adam Ross	0.3333333333333333	0.5
Caroline Long	0.3333333333333333	0.5
Austin Ward	0.0	0.0
Anna Rivera	0.0	0.0
Gabriel Bennett	0.2	0.3333333333333333
Maya Foster	0.09090909090909091	0.16666666666666666
Jackson Hayes	0.09090909090909091	0.16666666666666666
Madeline Gray	0.2	0.3333333333333333
Connor James	0.2	0.3333333333333333
Alexis Lee	0.09090909090909091	0.16666666666666666
Ryan Cooper	0.09090909090909091	0.16666666666666666
Lily Ramirez	0.0	0.0
Nathaniel Stewart	0.3333333333333333	0.5
Lucy Parker	0.3333333333333333	0.5
Charles Simmons	0.09090909090909091	0.16666666666666666
Chloe Hughes	0.5	0.6666666666666666
Oliver Ross	0.0	0.0
Mia Gray	0.2	0.3333333333333333
Jason Jenkins	0.3333333333333333	0.5
Layla Torres	0.0	0.0
Andrew Sanders	0.2	0.3333333333333333
Sophia Price	0.0	0.0
Lucas Edwards	0.2	0.3333333333333333
